,Unnamed: 0,smiles,eib,bandgap_chain,bandgap_crystal
2582,2582,[*]NC(CCC(=O)OCCCC)C([*])=O,,5.1073,
2583,2583,[*]NC(CCC(=O)OCc1ccc(Cl)cc1)C([*])=O,,4.977,
2589,2589,[*]NC(CCC(=O)OCCCl)C([*])=O,,5.6217,
2590,2590,[*]NC(CCC(=O)OCCC)C([*])=O,,5.7178,
2592,2592,[*]CCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N[*],,5.7618,
2593,2593,[*]CCCCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N[*],,5.8367,
2594,2594,[*]NC(C)CCCCC([*])=O,,5.5619,
2595,2595,[*]CCCCCCCCCCCCCCCCCCCCCC(=O)N[*],,5.9963,
2597,2597,[*]NNC(=O)C(=O)NNC(=O)CCCCCCCC([*])=O,,4.5339,3.7266
2598,2598,[*]NC1CC1NC(=O)C1CC1C([*])=O,,5.7404,
2606,2606,[*]CCCCCCNC(=O)CCCCC(=O)NCCCCCCNC(=O)C(=O)N[*],,4.7428,
2608,2608,[*]CCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N[*],,6.0208,
2610,2610,[*]CCCCCCNC(=O)C(CCCC)C(=O)N[*],,5.6377,
2614,2614,[*]CCCCCCNC(=O)C(CCCCCCC)C(=O)N[*],,5.2746,
2615,2615,[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCC)C(=O)N[*],,5.9783,
2617,2617,[*]CCCCCCNC(=O)C(CCCCCCCCC)C(=O)N[*],,5.2921,
2620,2620,[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCC)C(=O)N[*],,5.7343,
2621,2621,[*]CCCCCCNC(=O)C(CCCCC)C(=O)N[*],,5.7056,
2625,2625,[*]CCCCCCNC(=O)C(CCCCCCCCCCC)C(=O)N[*],,5.4945,
2634,2634,[*]NNC(=O)c1cccc(C(=O)NNC(=S)c2cccc(C([*])=S)c2)c1,1.3387990327554309,3.0452,
2641,2641,[*]CCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],,5.9468,
2642,2642,[*]CCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],,5.8003,6.2733
2643,2643,[*]CCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N[*],,5.7624,
2645,2645,[*]CCCCCNC(=O)CCCCCCCCC(=O)NCCCCCNC(=O)C(=O)N[*],,5.8164,
2648,2648,[*]Nc1ccc(NC(=O)CCCCCCCC([*])=O)cc1,,4.5154,
2651,2651,[*]Nc1ccc(NC(=O)CCCC([*])=O)cc1,,4.1251,
2654,2654,[*]NNC(=O)c1ccc(C(=O)NNC(=S)c2cccc(C([*])=S)c2)cc1,1.937434475438012,3.4684,
2656,2656,[*]CCCCNC(=O)CCCCCCCC(=O)NCCCCNC(=O)C(=O)N[*],,5.3456,
2658,2658,[*]CCCCNC(=O)c1cccc(C(=O)N[*])c1,,5.1786,
2659,2659,[*]CCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],,5.1121,
2662,2662,[*]CCCCNC(=O)CCCCCCC(=O)NCCCCNC(=O)C(=O)N[*],,4.5656,
2663,2663,[*]CCCCN(C)C(=O)c1ccc(C(=O)N([*])C)cc1,,4.9751,
2665,2665,[*]CCCNC(=O)CCCCCCCC(=O)NCCCNC(=O)C(=O)N[*],,4.6754,4.6809
2666,2666,[*]CCCNC(=O)CCCCCCCCC(=O)NCCCNC(=O)C(=O)N[*],,5.6387,
2670,2670,[*]Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N[*])cc1,,5.5433,
2671,2671,[*]Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCC(=O)N[*])cc1,,5.2536,
2675,2675,[*]CCCCCCc1nc2cc(NC(=O)CCCCCCCCC(=O)Nc3ccc4oc([*])nc4c3)ccc2o1,,4.6077,
2679,2679,[*]Nc1ccc(NC(=O)CCCCCC([*])=O)cc1,,4.5879,
2683,2683,[*]CCCCCCCCCCCCCCCCCC(=O)N[*],,6.0585,
2686,2686,[*]CCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],,5.4281,
2689,2689,[*]NC(Cc1ccccc1)C([*])=O,3.665422086490252,5.386,
2690,2690,[*]Nc1ccc(CCNC(=O)CCCCC([*])=O)cc1,,4.9196,
2691,2691,[*]Nc1cccc(NC(=O)c2cc(C([*])=O)cc(S(=O)(=O)c3ccccc3)c2)c1,,3.8595,
2693,2693,[*]Nc1ccc(-c2ccc(NC(=O)c3cc(C([*])=O)cc(S(=O)(=O)c4ccccc4)c3)cc2)cc1,,3.1725,2.4795
2694,2694,[*]Oc1ccc(NC(=O)c2cc(C(=O)Nc3ccc([*])cc3)cc(S(=O)(=O)c3ccccc3)c2)cc1,,3.3654,
2697,2697,[*]CCCCCCNC(=O)CCCCC(=O)NCC(=O)N[*],,5.5245,
2702,2702,[*]Nc1c(C)c(C)c(C(=O)c2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)c(C)c1C,,3.4961,
2703,2703,[*]Nc1ccc(C(=O)c2c(C)c(C)c(C(=O)c3ccc(NC(=O)c4ccc(C([*])=O)cc4)cc3)c(C)c2C)cc1,,3.4981,
2710,2710,[*]NNC(=S)c1ccc(C([*])=S)cc1,1.7980151527779031,3.3241,
2713,2713,[*]CCCCCNC(=O)O[*],,6.4491,
2714,2714,[*]C(=O)OC1CCN([*])CC1,,5.8954,
2715,2715,[*]OC1CCC(NC([*])=O)CC1,,6.3762,
2716,2716,[*]CCOC(=O)NCCCCCCNC(=O)O[*],,6.0605,
2717,2717,[*]CCOC(=O)NCCCCCCCCCNC(=O)O[*],,6.2637,
2718,2718,[*]CCOC(=O)NCCCCCCCCCCNC(=O)O[*],,6.1704,6.6421
2719,2719,[*]CCCOC(=O)NCCCCCCNC(=O)O[*],,6.1154,
2720,2720,[*]CCCOC(=O)NC1CC1NC(=O)O[*],,5.9686,
2721,2721,[*]CCCCOC(=O)NCCCNC(=O)O[*],,6.2411,
2722,2722,[*]CCCCOC(=O)NCCCCCCNC(=O)O[*],3.942618277013733,6.1879,
2723,2723,[*]CCCCOC(=O)NC1CC1NC(=O)O[*],3.943677390132526,6.0977,
2724,2724,[*]CCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],3.433671948052436,6.5358,
2725,2725,[*]CCCCCOC(=O)NCCCCCCNC(=O)O[*],3.7136387780036832,6.1556,
2726,2726,[*]CCCCCOC(=O)NC1CC1NC(=O)O[*],3.8445517496043218,6.0216,
2727,2727,[*]CCCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],5.271248245614324,6.5334,
2728,2728,[*]CC(C)(C)COC(=O)NCCCCCCNC(=O)O[*],4.1774456708258665,6.29,
2729,2729,[*]CCCCCCOC(=O)NCCCNC(=O)O[*],3.973422645478727,6.1264,6.5954
2730,2730,[*]CCCCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],4.298055750575148,6.5962,
2731,2731,[*]CCCCCCOC(=O)NCCCCCCNC(=O)O[*],4.345579459613243,6.0594,
2732,2732,[*]CCCCCCCOC(=O)NCCCCCCNC(=O)O[*],4.399517088928637,6.1286,
2733,2733,[*]CCCCCCCCOC(=O)NCCCCCCNC(=O)O[*],3.759645973111764,6.0447,
2734,2734,[*]CCCCCCCCOC(=O)NCCCCCCCCCCNC(=O)O[*],4.3665635069104,5.7616,
2735,2735,[*]CCCCCCCCCOC(=O)NCCCCCCNC(=O)O[*],3.9739539332873086,6.1163,
2737,2737,[*]CCCCCCCCCCOC(=O)NCCCCCCCCCCNC(=O)O[*],4.588763439304496,6.0574,
2738,2738,[*]CCCCCCCCCCCCOC(=O)NCCCCCCNC(=O)O[*],4.218939427050499,6.0664,
2739,2739,[*]CCCCCCCCCCCCOC(=O)NCCCCCCCCCCNC(=O)O[*],3.6597210797094335,6.2072,
2741,2741,[*]CCCCCCCCCCCCCCCCOC(=O)NCCCCCCCCCCNC(=O)O[*],4.021949387831631,6.1594,
2742,2742,[*]CC1CC1COC(=O)NCCCCCCNC(=O)O[*],3.209961180285592,5.8683,
2743,2743,[*]CC1CC1COC(=O)NC1CC1NC(=O)O[*],3.8679841580545244,6.2541,
2744,2744,[*]C(=O)OCC1CC1COC(=O)N1CCN([*])CC1,4.091979815616205,5.9559,
2745,2745,[*]CC#CCOC(=O)NCCCCCCNC(=O)O[*],3.6386990738413107,6.1466,
2746,2746,[*]CC(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[*],4.035952670769428,6.2411,
2747,2747,[*]CC(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],,6.9345,
2748,2748,[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[*],4.626095394646374,6.0804,
2749,2749,[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],4.1943725750604735,6.7502,6.4326
2750,2750,[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[*],4.886026972281547,6.2348,
2751,2751,[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],4.893951222650509,6.5415,
2752,2752,[*]CCOC(=O)Nc1cc(NC(=O)O[*])ccc1C,3.8557600565223855,5.1042,
2753,2753,[*]CCCOC(=O)Nc1cc(NC(=O)O[*])ccc1C,,5.3025,
2754,2754,[*]CCCCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,,4.9701,
2755,2755,[*]CCCCCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,4.039070065236674,5.0679,
2756,2756,[*]CC1CC1COC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,3.6649754528577305,5.1055,4.7181
2757,2757,[*]CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,3.7237772501494932,5.1934,
2759,2759,[*]CC(CC)(CC)COC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,,5.1879,
2761,2761,[*]CCCCCCCCCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,4.21026575005744,5.0722,
2762,2762,[*]CCCCCCCCCCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,,5.2165,
2763,2763,[*]CCCCOC(=O)NCc1ccc(CNC(=O)O[*])cc1,,5.4223,
2764,2764,[*]CCCCCCOC(=O)NCc1ccc(CNC(=O)O[*])cc1,,5.3924,
2765,2765,[*]CCCCCCCCOC(=O)NCc1ccc(CNC(=O)O[*])cc1,3.347741506514743,5.4246,
2766,2766,[*]CCCCCCCCCCOC(=O)NCc1ccc(CNC(=O)O[*])cc1,,5.5873,
2767,2767,[*]CCCCCCCCCCCCOC(=O)NCc1ccc(CNC(=O)O[*])cc1,,5.4661,
2768,2768,[*]CCCCCCCCCCCCCCCCOC(=O)NCc1ccc(CNC(=O)O[*])cc1,,5.2905,
2769,2769,[*]CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,,4.1453,
2771,2771,[*]CCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,,4.2876,
2772,2772,[*]CCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,,4.1169,
2783,2783,[*]Cc1cc(COC(=O)Nc2ccc(Cc3ccc(NC(=O)O[*])cc3)cc2)cc(C(C)(C)C)c1,,4.529,
2785,2785,[*]CCOC(=O)Nc1ccc(CCCc2ccc(NC(=O)O[*])cc2)cc1,,4.9081,
2787,2787,[*]CCOC(=O)NCCNC(=O)O[*],,6.0764,
2788,2788,[*]CCOC(=O)NCCC(C)NC(=O)O[*],,5.9201,
2789,2789,[*]CC(C)(C)COC(=O)NCCNC(=O)O[*],,6.5733,
2790,2790,[*]CCCCOC(=O)NCCNC(=O)O[*],,6.0791,
2791,2791,[*]CCOC(=O)NCCCC(CCNC(=O)O[*])OC,,5.5607,
2792,2792,[*]CC(C)(C)COC(=O)NCCCC(CCNC(=O)O[*])OC,,6.1425,
2793,2793,[*]CC=CCOC(=O)NCCCCCCNC(=O)O[*],3.422248803582844,5.818,
2795,2795,[*]CCCCCCSC(=O)NCCCCCCNC(=O)S[*],,5.523,
2797,2797,[*]OC1CCC(OC(=O)NCCNC([*])=O)CC1,3.360943488906236,6.1359,
2798,2798,[*]CCOC(=O)NC1CCC(NC(=O)O[*])CC1,4.308071054563972,5.7184,
2799,2799,[*]CCOC(=O)NC1CCCC(NC(=O)O[*])C1,3.9319712264375104,6.2072,
2800,2800,[*]C(=O)OCCOC(=O)N1CCN([*])CC1,3.9896874825147055,5.8319,
2801,2801,[*]CCOC(=O)Nc1ccc(NC(=O)O[*])cc1,,5.0116,
2802,2802,[*]CCOC(=O)Nc1cccc(NC(=O)O[*])c1,,5.1312,
2803,2803,[*]C(=O)OCCOC(=O)N1CC(C)N([*])CC1C,,6.0561,
2804,2804,[*]CCOC(=O)N(C)c1ccc(C)c(N(C)C(=O)O[*])c1,3.8977515553573583,5.086,
2805,2805,[*]C(=O)OCC(C)(C)COC(=O)N1CCN([*])CC1,,5.5303,6.4401
2806,2806,[*]C(=O)OCC(C)(C)COC(=O)N1CCN([*])C(C)C1,,5.9905,
2807,2807,[*]C(=O)OCC(C)(C)COC(=O)N1CC(C)N([*])CC1C,,5.8923,
2808,2808,[*]CC(C)(C)COC(=O)Nc1ccc(NC(=O)O[*])cc1,,5.0845,4.4894
2809,2809,[*]CC(C)(C)COC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,,5.3198,
2810,2810,[*]C(=O)OCCCCOC(=O)N1CCN([*])CC1,3.5725318608413685,5.6801,6.4265
2811,2811,[*]OC1CCC(OC(=O)NCCCCCCNC([*])=O)CC1,,6.1757,
2812,2812,[*]C(=O)OCCCCCCOC(=O)N1CCN([*])CC1,4.2354821332393024,6.1494,
2814,2814,[*]CCOC(=O)Nc1ccc(-c2ccc(NC(=O)O[*])c(C)c2)cc1C,2.9512695830662983,4.2922,
2815,2815,[*]CCOC(=O)Nc1cccc2c(NC(=O)O[*])cccc12,2.495487141021412,4.0296,
2817,2817,[*]CCOC(=O)Nc1ccc(C(C)(C)c2ccc(NC(=O)O[*])cc2)cc1,3.2564437874286747,4.5782,4.3346
2818,2818,[*]CC(C)(C)COC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])c(C)c2)cc1C,,4.537,
2819,2819,[*]C(=O)Oc1ccc(OC(=O)N2CCN([*])CC2)cc1,,5.2739,
2820,2820,[*]C(=O)OC1CCC(OC(=O)N2CCN([*])CC2)CC1,3.8072985891869537,5.8826,6.2573
2821,2821,[*]C(=O)OC1CCC(OC(=O)N2CC(C)N([*])CC2C)CC1,4.067171994379288,5.9402,
2822,2822,[*]C(=O)Oc1ccc(OC(=O)N2CC(C)N([*])CC2C)cc1,,5.5526,
2823,2823,[*]C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)N3CCN([*])CC3)cc2)cc1,,4.9219,
2831,2831,[*]Cc1ccc(CSC(=O)NCCCCCCNC(=O)S[*])cc1,,4.7918,
2838,2838,[*]CCCCCCOC(=O)NCCCCNC(=O)O[*],3.9383650944427315,6.4958,
2839,2839,[*]CC(C)(C)COC(=O)NC1CCC(CC2CCC(NC(=O)O[*])CC2)CC1,3.7980253267830295,5.885,
2840,2840,[*]CCCCCCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N[*],,5.8918,
2841,2841,[*]CCCCCCOC(=O)NCCCCCCCCCCNC(=O)O[*],,6.2268,
2842,2842,[*]CCCCCOC(=O)NC(=O)C1CC1C(=O)NC(=O)O[*],,6.0591,5.4301
2846,2846,[*]OC(COC(=O)Nc1ccc(Cc2ccc(NC([*])=O)cc2)cc1)c1ccco1,3.2599831389512284,4.2202,
2848,2848,[*]COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cocc3[*])cc2)cc1,3.557200558596344,4.342,
2853,2853,[*]CCCCCCNC(=O)N[*],,5.5278,
2854,2854,[*]CCCCCCCNC(=O)N[*],,5.7637,
2855,2855,[*]CCCCCCCCCNC(=O)N[*],3.832037014349678,6.0453,
2856,2856,[*]CCCCCCCCCCNC(=O)N[*],3.6314333741184055,5.4226,
2857,2857,[*]CCCCCCNC(=O)NCCNC(=O)N[*],,5.778,
2858,2858,[*]CCCCCCNC(=O)NCCCNC(=O)N[*],,5.8207,
2859,2859,[*]CCCCCCNC(=O)NCCCCNC(=O)N[*],,5.4928,
2860,2860,[*]CCCCCCNC(=O)NCCCCCNC(=O)N[*],,5.8717,
2861,2861,[*]CCCCCCCNC(=O)NCCCCCCNC(=O)N[*],,5.5863,
2862,2862,[*]CCCCCCCCNC(=O)NCCCCCCNC(=O)N[*],,5.6511,
2863,2863,[*]CCCCCCCCCNC(=O)NCCCCCCNC(=O)N[*],,5.2509,
2864,2864,[*]CCCCCCCCCCNC(=O)NCCCCCCNC(=O)N[*],,5.3423,
2865,2865,[*]CCCCCCCCCCCCNC(=O)NCCCCCCNC(=O)N[*],,4.8544,
2867,2867,[*]CCCCCCCCCCCCNC(=O)NCCCCCCCCCCNC(=O)N[*],,5.457999999999998,
2870,2870,[*]CCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCCCCCNC(=O)N[*],,5.5902,
2884,2884,[*]C(=O)NCCCCCCNC(=O)N1CCN([*])CC1,,5.4075,
2885,2885,[*]C(=O)NC1CC1NC(=O)N1CCN([*])CC1,,5.7153,
2887,2887,[*]CCCCCCCCCCNC(=O)NCCCCCCCCNC(=O)N[*],,5.7663,
2888,2888,[*]NC(CCCCNC(=O)NCCNC([*])=O)C(=O)OC,3.784995569075925,5.2079,
2890,2890,[*]NC(C)CNC(=O)NCCCCCCNC([*])=O,,5.3547,
2892,2892,[*]NC(CCCCNC(=O)NCCCCCNC([*])=O)C(=O)OC,4.082658415288911,5.5474,
2894,2894,[*]NC(CCCCNC(=O)NCCCNC([*])=O)C(=O)OC,4.0675300816628175,5.2435,
2895,2895,[*]NC(C)CNC(=O)NC(CCCCNC([*])=O)C(=O)OC,3.836453014588274,5.5212,
2896,2896,[*]NC(CCCCNC([*])=O)C(=O)OC,4.105783949686004,5.3439,
2897,2897,[*]CCCC1CC(=O)N([*])C(=O)C1,2.9894377739785822,5.5771,
2898,2898,[*]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,0.5734986626293588,2.3618,
2899,2899,[*]c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)cc2)cc1,,2.2398,
2900,2900,[*]C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)cc1,,2.4658,
2901,2901,[*]C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)cc2)C3=O)cc1,,2.2849,
2902,2902,[*]c1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,0.6507406450739399,2.4894,2.3234
2904,2904,[*]CCCCC(C)CCn1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,,3.7075,
2905,2905,[*]CCCCCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,0.8041655348858892,3.7682,
2906,2906,[*]c1ccc2c(c1)Cc1cc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)ccc1-2,0.5562084820782021,2.1465,
2917,2917,[*]C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(S(=O)(=O)c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)cc1,,2.677,
2928,2928,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C([*])(F)F)cc5C4=O)cc3)cc1)C2=O,,2.4961,
2933,2933,[*]c1cccc(C(F)(F)C(F)(F)C(F)(F)c2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c2)c1,,3.3624,
2935,2935,[*]C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)cc2)cc1,,2.4206,
2936,2936,[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(S(=O)(=O)c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)c1,,2.9166,
2937,2937,[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)cc2)cc1,,2.4615,
2938,2938,[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)cc2)cc1,,2.4414,
2939,2939,[*]C(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)cc2)cc1,,2.9914,
2941,2941,[*]c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,0.7169976150753006,2.5456,
2942,2942,[*]c1ccc(C(C)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,0.5981583092950125,2.4372,
2945,2945,[*]c1ccc(C(CCCCCCCC)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,,2.4391,
2946,2946,[*]c1ccc(C(CCC)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,,2.5458,
2947,2947,[*]c1ccc(C(c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)C(C)C)cc1,,2.4053,
2948,2948,[*]c1ccc(C(=O)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,0.4363380118783105,2.9421,
2949,2949,[*]c1ccc(-c2ccc(-c3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)cc2)cc1,0.5890814532423065,2.1393,
2950,2950,[*]c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c(C)c2)cc1C,,2.6775,
2951,2951,[*]c1ccc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)cc1,0.4416948266710184,2.8396,
2952,2952,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,0.6025035559030654,2.2166,
2953,2953,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c(C)c2)cc1C,0.6808084531474909,2.6256,
2954,2954,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c(OC)c2)cc1OC,0.8295994731481579,2.5805,
2956,2956,[*]c1ccc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c(C)c1,0.5361931144817582,2.9339,
2958,2958,[*]c1c(C)c(C)c(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c(C)c1C,1.2641414726275748,2.7972,
2959,2959,[*]c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-n6c(=O)c7cc8c(=O)n([*])c(=O)c8cc7c6=O)cc5)cc4)c3)cc2)cc1,,2.403,
2962,2962,[*]c1ccc(Oc2cccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)c2)cc1,0.6641981264543784,2.4395,
2966,2966,[*]c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,,2.1376,
2970,2970,[*]c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,,2.9091,
2971,2971,[*]c1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)ccc1-2,,2.6653,
2975,2975,[*]c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,,3.442,
2976,2976,[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c(C)c1,,2.9991,
2978,2978,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c(C)c2)cc1C,,2.8312,
2983,2983,[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)nc1,1.1303184777140105,3.3218,
2987,2987,[*]c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N([*])C8=O)cc6C5=O)c4)cc3)cc2)c1,,3.002,
2991,2991,[*]CCCCCCN1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N([*])C4=O)cc2C1=O,,3.8891,
2993,2993,[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,,3.4482,
2994,2994,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,,2.9797,
3011,3011,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)c1)C2=O,,3.3505,
3013,3013,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)c1)C2=O,,2.5378,
3015,3015,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)N(C)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)c1)C2=O,,2.3323,
3017,3017,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Cc3ccc(C(=O)c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc3)c1)C2=O,,2.9024,
3037,3037,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)c3cccc(C(=O)c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)c3)cc1)C2=O,,2.8442,
3044,3044,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc([*])cc4C3=O)c1C)C2=O,0.8275860711408658,3.3805,
3047,3047,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc([*])cc5C4=O)c(OC)c3)cc1OC)C2=O,,2.5507,
